Analyse 1,Algebre 1,Electrostatique et Magnetostatique,Mecanique du Point,Architecture des Ordinateurs,Tec1,Electrocinetique et Optique Geometrique,Analyse2,Outils Informatiques,Algebre 2,Chimie Generale,Tec2 et Anglais,Mecanique du Solide,Algebre 3,Analyse 3,Thermodynamique et Statique des Fluides,Tec et Anglais 2,Electromagnetisme et Optique Physique,Electronique,Analyse 4,Probabilites et Statistiques,Programmation C,Dao et Materiaux,Organisation Entreprise et Economie,Moyenne,Moyenne de Baccalaureat,Region d'Origine,Filiere choisie
10,12,14,11,11,11,9,11,15,14,15,11,14,14,12,15,10,11,15,9,15,12,10,15,12.333333333333334,12.270937046427372,Souss-Massa,Genie de Procedes de l'Energie et de l'Environnement
10,14,14,10,11,11,9,15,10,12,15,12,11,13,12,15,15,15,13,9,15,13,9,13,12.333333333333334,15.426183139563376,Marrakech-Safi,Genie de Procedes de l'Energie et de l'Environnement
14,14,11,11,15,15,13,11,15,13,10,11,10,12,15,11,15,11,15,9,15,15,10,12,12.625,13.639912141876229,Casablanca-Settat,Genie Informatique
15,13,14,9,14,13,11,12,15,14,15,15,10,14,11,11,11,9,14,15,10,13,15,15,12.833333333333334,16.6831955081345,Souss-Massa,Genie Industriel
10,12,11,10,12,9,10,13,11,11,15,11,10,13,12,15,10,14,14,11,10,9,12,15,11.666666666666666,12.322124828740328,Souss-Massa,Genie de Procedes de l'Energie et de l'Environnement
12,12,13,11,12,14,11,14,11,10,15,11,11,14,15,15,13,15,14,14,13,13,11,12,12.75,13.126132246747304,Souss-Massa,Genie de Procedes de l'Energie et de l'Environnement
9,13,12,14,15,11,10,10,11,10,15,13,13,11,15,15,9,12,14,13,14,11,14,10,12.25,13.584619370949437,Casablanca-Settat,Genie de Procedes de l'Energie et de l'Environnement
14,10,11,10,15,9,13,14,15,12,15,10,15,14,13,13,13,13,14,11,11,12,15,12,12.666666666666666,16.38668272188614,Guelmim-Oued Noun,Genie Industriel
13,12,9,11,10,11,10,10,9,14,15,9,9,14,10,15,10,14,15,12,12,11,15,14,11.833333333333334,17.727664745752744,Souss-Massa,Genie de Procedes de l'Energie et de l'Environnement
15,11,9,10,13,13,15,14,13,11,15,12,12,9,12,15,13,14,13,11,14,9,13,13,12.458333333333334,14.906970546056115,Souss-Massa,Genie de Procedes de l'Energie et de l'Environnement
14,13,14,10,11,9,9,15,12,9,15,14,15,14,13,15,9,13,15,12,9,9,13,14,12.333333333333334,15.937350933257742,Marrakech-Safi,Genie de Procedes de l'Energie et de l'Environnement
10,10,10,14,9,12,11,9,15,9,15,14,15,15,13,15,13,10,14,12,10,14,12,9,12.083333333333334,17.165849900341847,Souss-Massa,Genie de Procedes de l'Energie et de l'Environnement
13,12,9,15,15,12,13,14,13,12,15,9,9,9,9,15,14,14,11,13,15,11,10,9,12.125,15.256914771413914,Souss-Massa,Genie de Procedes de l'Energie et de l'Environnement
14,9,13,15,11,11,13,15,10,10,13,9,10,9,10,15,10,11,11,12,9,13,15,13,11.708333333333334,17.24579745407191,Beni Mellal-Khenifra,Genie Civil(BTP)
11,14,13,13,13,11,13,10,14,14,14,12,15,9,10,9,12,10,15,12,9,10,15,14,12.166666666666666,15.907194472107609,Casablanca-Settat,Genie Industriel
14,14,15,14,15,15,13,14,15,15,15,12,11,13,14,13,15,9,14,15,12,13,14,11,13.541666666666666,15.04674489450194,Marrakech-Safi,Genie Industriel
9,11,15,15,15,9,15,15,15,11,14,14,10,10,10,15,15,11,15,11,14,15,12,9,12.708333333333334,17.636184174568644,Souss-Massa,Genie Electrique
13,11,13,15,9,14,12,9,9,14,9,11,9,12,15,15,10,11,11,12,13,9,15,14,11.875,17.97544659817648,Souss-Massa,Genie Civil(BTP)
11,15,9,9,12,10,13,12,15,11,15,10,14,15,14,10,9,15,15,15,13,13,15,14,12.666666666666666,14.150108013831204,Laayoune-Sakia El Hamra,Genie Industriel
11,14,15,10,9,14,15,11,12,9,15,14,14,14,11,15,15,13,10,13,11,14,12,10,12.541666666666666,17.82751656888714,Oriental,Genie de Procedes de l'Energie et de l'Environnement
15,15,14,15,14,15,11,15,15,9,11,9,15,15,9,15,10,15,15,13,14,13,14,12,13.25,17.783641198962844,Souss-Massa,Genie Mecanique
13,12,9,12,9,14,9,9,14,9,15,9,14,10,13,15,15,14,11,15,14,12,9,15,12.125,13.903781291202666,Souss-Massa,Genie de Procedes de l'Energie et de l'Environnement
9,14,14,13,11,10,14,15,14,11,15,12,10,10,9,15,11,11,12,11,13,10,10,12,11.916666666666666,15.088050384321352,Souss-Massa,Genie de Procedes de l'Energie et de l'Environnement
12,14,10,12,12,13,15,11,10,15,15,10,15,15,11,15,9,14,9,13,9,15,11,15,12.5,15.26509124648688,Souss-Massa,Genie de Procedes de l'Energie et de l'Environnement
15,15,11,11,13,15,11,11,11,12,15,11,15,9,14,15,12,14,11,13,12,11,9,15,12.541666666666666,15.89860149950976,Souss-Massa,Genie de Procedes de l'Energie et de l'Environnement
14,9,9,15,15,9,9,9,11,10,13,11,11,12,11,15,9,9,11,12,14,15,15,11,11.625,12.616085075840063,Marrakech-Safi,Genie Civil(BTP)
11,11,11,9,15,14,10,12,14,14,15,12,14,10,14,15,12,9,15,15,13,14,9,10,12.416666666666666,17.302364097478087,Guelmim-Oued Noun,Genie de Procedes de l'Energie et de l'Environnement
15,14,9,9,10,11,10,13,11,9,15,14,14,14,14,15,9,10,11,12,12,12,11,10,11.833333333333334,17.799647876496774,Marrakech-Safi,Genie de Procedes de l'Energie et de l'Environnement
15,13,13,12,11,10,11,13,13,9,15,11,15,14,14,15,14,14,14,15,15,13,12,12,13.041666666666666,16.802133423047888,Souss-Massa,Genie de Procedes de l'Energie et de l'Environnement
13,10,9,10,11,13,10,10,10,13,15,11,14,15,12,15,15,12,11,9,13,9,10,9,11.625,13.2262485135228,Souss-Massa,Genie de Procedes de l'Energie et de l'Environnement
12,13,11,12,11,15,13,14,10,9,15,13,10,14,10,15,11,11,10,9,10,11,9,13,11.708333333333334,17.566606538539205,Souss-Massa,Genie de Procedes de l'Energie et de l'Environnement
12,12,15,10,13,12,12,13,15,12,15,15,12,14,11,15,9,10,9,11,11,13,13,13,12.375,16.97384186005919,Souss-Massa,Genie de Procedes de l'Energie et de l'Environnement
15,9,9,11,9,12,13,12,12,10,15,12,12,15,9,15,15,9,14,13,11,13,12,11,12.0,17.48377346849654,Casablanca-Settat,Genie de Procedes de l'Energie et de l'Environnement
14,15,10,15,11,11,9,10,10,13,15,13,14,9,14,15,13,13,13,9,10,15,12,9,12.166666666666666,17.004789851326574,Laayoune-Sakia El Hamra,Genie de Procedes de l'Energie et de l'Environnement
14,10,12,13,14,11,13,11,15,11,15,10,14,15,10,13,13,15,14,9,9,11,15,15,12.583333333333334,16.35155122832268,Marrakech-Safi,Genie Industriel
15,10,14,13,15,13,9,11,12,13,15,14,15,13,13,15,15,15,12,13,10,11,10,12,12.833333333333334,15.81443342664276,Souss-Massa,Genie de Procedes de l'Energie et de l'Environnement
13,12,13,13,12,15,11,11,15,12,14,15,10,12,9,11,9,13,14,14,12,12,14,11,12.375,17.313042091194845,Casablanca-Settat,Genie Industriel
14,10,11,15,10,15,11,11,11,12,11,11,12,10,13,15,13,12,11,13,12,12,15,14,12.25,17.545682251671714,Souss-Massa,Genie Civil(BTP)
13,10,13,9,12,9,9,15,9,14,15,14,10,15,15,15,15,15,13,11,11,13,9,9,12.208333333333334,16.499815692648756,Oriental,Genie de Procedes de l'Energie et de l'Environnement
10,15,11,14,9,10,15,13,14,10,14,13,10,10,10,11,11,14,15,11,10,14,15,10,12.041666666666666,18.09704797996082,Souss-Massa,Genie Industriel
13,9,13,14,9,12,14,14,13,9,15,10,12,15,14,15,12,13,15,13,9,11,12,9,12.291666666666666,15.024437725459878,Souss-Massa,Genie de Procedes de l'Energie et de l'Environnement
11,15,9,10,9,9,10,11,13,10,15,15,12,12,11,15,12,13,13,14,14,9,12,9,11.791666666666666,15.242711651457936,Marrakech-Safi,Genie de Procedes de l'Energie et de l'Environnement
14,15,10,9,9,14,9,11,10,10,15,11,14,10,10,15,14,12,10,12,14,10,14,14,11.916666666666666,17.676236562246476,Souss-Massa,Genie de Procedes de l'Energie et de l'Environnement
15,14,12,11,15,12,13,9,13,14,15,10,14,15,13,15,14,12,10,12,13,9,15,10,12.708333333333334,15.341538887669731,Souss-Massa,Genie de Procedes de l'Energie et de l'Environnement
10,13,14,13,14,15,9,13,15,14,15,14,10,12,14,10,15,12,15,11,11,15,14,11,12.875,17.899886689287374,Souss-Massa,Genie Industriel
9,9,15,12,15,14,11,12,10,15,15,12,15,15,11,15,13,10,9,11,10,9,14,15,12.333333333333334,15.85692548978729,Souss-Massa,Genie de Procedes de l'Energie et de l'Environnement
10,10,15,11,15,11,12,13,13,13,15,12,10,12,10,15,11,13,9,11,12,15,13,9,12.083333333333334,16.34172856504448,Guelmim-Oued Noun,Genie de Procedes de l'Energie et de l'Environnement
10,15,11,12,15,14,13,11,14,11,14,10,13,11,14,13,9,10,15,14,10,13,14,11,12.375,15.033562638500367,Souss-Massa,Genie Industriel
9,14,11,15,9,12,11,10,11,13,13,13,12,13,9,15,11,10,10,9,9,9,15,9,11.333333333333334,17.24291849236597,Souss-Massa,Genie Civil(BTP)
14,14,13,13,13,12,10,13,9,9,15,15,11,14,10,15,11,11,14,9,9,15,14,9,12.166666666666666,16.40842764985993,Souss-Massa,Genie de Procedes de l'Energie et de l'Environnement
12,11,13,15,11,14,15,12,13,9,15,10,9,14,11,15,13,10,12,11,13,15,12,13,12.416666666666666,15.284593548489726,Souss-Massa,Genie de Procedes de l'Energie et de l'Environnement
10,15,12,15,9,14,10,15,10,12,13,13,15,9,9,15,9,12,9,13,12,14,15,10,12.083333333333334,13.255766400907463,Souss-Massa,Genie Civil(BTP)
9,15,13,15,13,14,14,15,14,15,15,9,15,12,14,15,14,15,10,12,11,13,13,12,13.208333333333334,16.898593819312836,Souss-Massa,Genie de Procedes de l'Energie et de l'Environnement
11,14,11,12,13,13,14,13,12,11,15,15,15,11,14,15,12,11,10,12,10,11,13,15,12.625,17.400665774098847,Souss-Massa,Genie de Procedes de l'Energie et de l'Environnement
14,11,13,15,14,14,13,9,9,11,9,13,14,15,13,15,13,14,13,14,13,9,14,12,12.666666666666666,16.629832683700094,Souss-Massa,Genie Mecanique
13,13,13,15,11,10,9,11,11,10,10,10,10,14,14,15,13,14,9,12,10,13,15,9,11.833333333333334,15.1534643015582,Marrakech-Safi,Genie Mecanique
15,11,14,15,10,12,11,10,15,13,12,10,9,14,14,15,14,11,13,15,13,15,15,10,12.75,15.476696249174434,Souss-Massa,Genie Civil(BTP)
13,13,11,15,11,13,15,10,15,14,11,11,10,15,14,15,9,12,14,12,13,10,15,9,12.5,17.16092100807209,Rabat-Sale-Kenitra,Genie Civil(BTP)
14,9,14,11,13,13,9,13,9,14,15,10,11,14,13,15,10,13,11,13,10,14,14,9,12.125,16.468273321363334,Marrakech-Safi,Genie de Procedes de l'Energie et de l'Environnement
14,10,15,13,13,12,14,13,9,13,15,14,10,9,10,15,9,10,14,13,10,13,10,9,11.958333333333334,16.613707063353253,Souss-Massa,Genie de Procedes de l'Energie et de l'Environnement
10,9,10,15,13,9,9,12,11,14,15,12,12,14,11,15,13,15,10,12,9,9,14,15,12.0,13.179392594538156,Rabat-Sale-Kenitra,Genie Mecanique
9,15,13,13,14,12,11,15,15,12,15,9,11,9,9,15,12,12,14,10,11,14,15,13,12.416666666666666,14.513257102816452,Marrakech-Safi,Genie Industriel
11,14,11,14,12,11,13,15,14,11,14,13,10,15,15,11,11,11,14,15,14,14,14,14,12.958333333333334,17.873772933499914,Souss-Massa,Genie Industriel
9,14,12,14,15,12,15,10,14,9,14,11,11,14,9,15,10,15,14,14,10,9,14,10,12.25,13.431782170879956,Souss-Massa,Genie Industriel
11,12,15,11,15,13,13,13,15,12,14,9,10,9,11,9,14,14,15,12,15,12,14,13,12.541666666666666,14.934263940333755,Souss-Massa,Genie Industriel
13,10,13,15,13,10,9,13,12,9,15,14,10,15,12,15,12,15,11,10,13,14,11,15,12.458333333333334,16.38325298319841,Souss-Massa,Genie de Procedes de l'Energie et de l'Environnement
11,15,15,14,9,14,9,14,11,15,15,12,13,12,11,15,12,11,9,12,12,10,12,9,12.166666666666666,12.067159392653082,Souss-Massa,Genie de Procedes de l'Energie et de l'Environnement
11,9,10,12,13,13,9,15,14,13,15,14,9,11,11,15,13,15,10,14,9,15,15,11,12.333333333333334,12.647213809384729,Souss-Massa,Genie de Procedes de l'Energie et de l'Environnement
15,12,11,15,15,13,9,15,15,11,9,15,11,15,15,15,10,12,10,11,11,10,15,13,12.625,12.147755281448276,Souss-Massa,Genie Civil(BTP)
12,14,10,11,14,11,12,14,12,14,15,14,12,9,10,15,14,13,11,11,11,10,13,13,12.291666666666666,14.494681069951609,Souss-Massa,Genie de Procedes de l'Energie et de l'Environnement
11,9,12,15,9,12,15,13,15,12,10,13,12,9,15,15,14,13,15,12,14,11,15,9,12.5,13.365860572755563,Marrakech-Safi,Genie Civil(BTP)
15,15,12,11,12,13,9,13,11,15,15,13,9,9,9,15,11,15,15,11,13,10,12,13,12.333333333333334,17.95982505523691,Souss-Massa,Genie de Procedes de l'Energie et de l'Environnement
15,12,13,15,11,13,15,13,12,15,11,13,14,15,10,15,10,15,14,15,13,10,14,10,13.041666666666666,16.374033491562955,Dakhla-Oued Ed-Dahab,Genie Mecanique
10,11,15,13,9,14,13,12,14,13,14,10,12,11,11,9,13,15,15,11,14,13,15,10,12.375,13.652540868266396,Souss-Massa,Genie Industriel
14,13,11,14,15,15,11,12,14,15,15,10,15,12,12,9,10,14,15,13,10,12,15,11,12.791666666666666,16.940781978297306,Marrakech-Safi,Genie Industriel
15,9,13,10,9,12,14,15,14,13,15,14,10,14,12,14,14,14,14,10,9,10,15,13,12.583333333333334,15.226049313660974,Souss-Massa,Genie Industriel
10,15,11,10,12,9,9,10,9,15,15,11,10,12,13,15,10,10,10,14,13,15,10,9,11.541666666666666,16.32535866537675,Souss-Massa,Genie de Procedes de l'Energie et de l'Environnement
14,15,11,11,14,10,12,15,15,13,15,11,15,9,13,15,11,15,12,11,10,15,14,12,12.833333333333334,15.665086687422097,Souss-Massa,Genie de Procedes de l'Energie et de l'Environnement
13,10,14,15,13,12,11,11,15,14,14,12,15,11,15,13,13,9,15,12,15,11,14,12,12.875,17.435993942429924,Souss-Massa,Genie Industriel
10,14,11,10,11,12,9,12,12,13,15,9,12,11,11,15,13,14,15,15,14,11,12,13,12.25,15.229015410475707,Souss-Massa,Genie de Procedes de l'Energie et de l'Environnement
11,14,11,11,14,9,11,14,15,10,15,14,13,13,15,15,9,9,15,15,9,9,13,15,12.458333333333334,16.453674710678133,Souss-Massa,Genie de Procedes de l'Energie et de l'Environnement
15,15,12,10,12,10,14,10,12,12,15,11,14,9,13,15,9,13,14,9,14,13,9,14,12.25,15.535276454856962,Souss-Massa,Genie de Procedes de l'Energie et de l'Environnement
10,12,9,9,12,12,9,10,14,14,14,10,13,15,14,12,13,10,15,13,12,15,15,11,12.208333333333334,16.261618133824832,Souss-Massa,Genie Industriel
10,11,14,12,12,9,12,9,9,13,15,11,14,12,13,15,9,9,9,15,10,12,13,11,11.625,17.066742944087682,Marrakech-Safi,Genie de Procedes de l'Energie et de l'Environnement
12,9,11,12,13,15,9,12,14,12,14,9,10,14,9,13,12,15,14,10,9,9,14,11,11.75,15.948515566089132,Marrakech-Safi,Genie Industriel
15,13,15,15,14,15,14,13,13,10,15,12,13,9,9,15,12,14,9,12,14,13,13,15,13.0,17.008439868946237,Beni Mellal-Khenifra,Genie de Procedes de l'Energie et de l'Environnement
12,13,15,14,9,11,15,10,11,9,15,12,9,11,11,13,15,11,15,14,13,9,14,11,12.166666666666666,16.582788484407136,Souss-Massa,Genie Electrique
13,15,14,9,13,14,11,15,9,11,15,14,9,15,12,15,14,11,9,9,10,12,9,10,12.0,17.54386359990766,Oriental,Genie de Procedes de l'Energie et de l'Environnement
10,15,10,10,11,10,9,14,10,12,15,10,11,13,12,15,13,9,10,12,13,13,11,12,11.666666666666666,16.429221013366114,Beni Mellal-Khenifra,Genie de Procedes de l'Energie et de l'Environnement
9,10,15,9,10,15,15,14,11,14,12,11,10,14,14,9,15,13,15,10,9,15,10,15,12.25,17.850673472314433,Marrakech-Safi,Genie Electrique
12,15,11,11,14,9,14,13,14,9,13,14,13,13,14,15,9,12,9,14,15,15,9,14,12.541666666666666,15.70794902785661,Souss-Massa,Genie Informatique
14,14,12,10,12,10,15,10,11,10,15,9,14,15,13,15,9,10,14,13,11,15,14,10,12.291666666666666,15.634744869097975,Laayoune-Sakia El Hamra,Genie de Procedes de l'Energie et de l'Environnement
14,13,10,12,12,11,14,9,13,12,15,10,10,15,13,15,11,14,13,12,12,12,15,14,12.541666666666666,15.492485985525017,Marrakech-Safi,Genie de Procedes de l'Energie et de l'Environnement
12,10,15,13,15,12,15,12,11,12,14,9,10,9,11,13,15,15,14,13,14,10,9,13,12.333333333333334,16.2187106362079,Beni Mellal-Khenifra,Genie Electrique
11,9,13,12,10,14,14,15,15,13,15,13,10,15,10,15,10,10,9,11,14,11,15,13,12.375,15.42051080336479,Beni Mellal-Khenifra,Genie de Procedes de l'Energie et de l'Environnement
14,14,9,9,14,10,13,14,14,11,14,15,10,10,9,13,10,10,14,15,13,15,15,10,12.291666666666666,17.838736243371347,Marrakech-Safi,Genie Industriel
14,10,12,12,12,12,13,14,13,9,15,13,13,14,9,15,14,9,10,15,15,11,15,13,12.583333333333334,14.558918640933406,Guelmim-Oued Noun,Genie de Procedes de l'Energie et de l'Environnement
10,14,14,12,12,14,15,13,12,12,15,14,9,11,13,15,10,11,11,9,9,13,10,9,11.958333333333334,16.207800997319357,Marrakech-Safi,Genie de Procedes de l'Energie et de l'Environnement
13,14,13,15,11,14,12,11,10,15,12,15,12,10,13,15,12,9,9,10,11,13,15,14,12.416666666666666,17.24884771371192,Laayoune-Sakia El Hamra,Genie Civil(BTP)
12,13,11,11,9,14,11,14,14,10,14,12,14,11,11,15,15,11,15,14,15,11,15,9,12.541666666666666,15.135775825041687,Souss-Massa,Genie Industriel
12,9,15,12,13,10,13,11,15,13,15,11,9,9,12,13,14,13,14,13,15,14,14,15,12.666666666666666,17.94066799812959,Souss-Massa,Genie Industriel
10,14,9,9,12,9,13,11,9,14,15,10,9,15,12,15,9,15,14,14,11,13,11,13,11.916666666666666,15.95306796441544,Laayoune-Sakia El Hamra,Genie de Procedes de l'Energie et de l'Environnement
14,9,14,9,15,12,13,14,14,15,14,10,11,12,13,15,10,10,14,13,13,10,15,9,12.416666666666666,16.95665694037147,Souss-Massa,Genie Industriel
12,11,15,9,15,9,15,10,14,15,15,15,9,13,11,9,14,11,14,13,13,12,10,15,12.458333333333334,15.691259477288463,Marrakech-Safi,Genie Electrique
10,14,15,11,15,11,15,9,10,10,10,14,10,14,13,11,15,11,14,10,14,12,11,9,12.0,17.617148159417212,Souss-Massa,Genie Electrique
10,14,11,9,12,11,12,10,12,10,15,13,15,14,15,15,9,15,15,12,11,12,15,11,12.416666666666666,17.85073286804161,Laayoune-Sakia El Hamra,Genie de Procedes de l'Energie et de l'Environnement
10,9,13,10,13,9,11,11,12,12,15,11,9,11,14,15,12,13,13,11,9,15,12,9,11.625,16.807876229778874,Guelmim-Oued Noun,Genie de Procedes de l'Energie et de l'Environnement
9,15,15,13,15,12,14,12,14,14,15,11,9,9,11,15,9,11,11,13,12,12,9,9,12.041666666666666,18.30445008736866,Souss-Massa,Genie de Procedes de l'Energie et de l'Environnement
9,9,13,13,11,15,10,15,12,9,15,13,9,10,13,15,13,14,12,9,15,10,9,10,11.791666666666666,16.30205031938398,Souss-Massa,Genie de Procedes de l'Energie et de l'Environnement
12,13,10,11,12,11,10,15,13,11,15,13,9,11,13,15,14,12,10,12,11,15,11,15,12.25,16.10978300959155,Guelmim-Oued Noun,Genie de Procedes de l'Energie et de l'Environnement
9,10,15,12,9,9,13,11,13,14,15,14,15,11,15,15,13,14,15,15,11,11,11,9,12.458333333333334,15.767899327654028,Souss-Massa,Genie de Procedes de l'Energie et de l'Environnement
9,15,10,11,14,12,13,13,11,14,15,11,10,14,15,15,9,13,12,13,9,12,13,15,12.416666666666666,16.22295159808597,Souss-Massa,Genie de Procedes de l'Energie et de l'Environnement
11,14,13,9,10,9,12,9,9,10,15,11,10,10,12,15,11,9,13,10,15,13,14,10,11.416666666666666,17.978963903028333,Casablanca-Settat,Genie de Procedes de l'Energie et de l'Environnement
9,10,15,11,14,12,11,13,15,9,15,11,12,9,10,15,11,15,14,10,14,10,11,9,11.875,15.300897209323304,Souss-Massa,Genie de Procedes de l'Energie et de l'Environnement
9,13,10,15,10,9,12,14,10,14,11,15,15,9,11,15,11,12,12,11,14,15,15,9,12.125,16.016968885651046,Casablanca-Settat,Genie Civil(BTP)
10,10,9,12,14,12,13,11,12,12,15,14,12,10,12,15,13,9,9,13,9,12,10,10,11.583333333333334,17.264724417731326,Souss-Massa,Genie de Procedes de l'Energie et de l'Environnement
12,12,9,9,11,14,10,11,15,13,15,9,13,9,14,15,11,11,12,9,9,11,10,14,11.583333333333334,17.853808639128285,Souss-Massa,Genie de Procedes de l'Energie et de l'Environnement
10,14,15,12,10,11,15,14,12,14,15,14,14,12,11,12,15,9,15,15,9,12,11,11,12.583333333333334,15.324347757045558,Marrakech-Safi,Genie Electrique
11,9,15,14,11,10,10,9,13,10,15,11,13,11,15,15,13,9,11,11,12,15,15,14,12.166666666666666,13.674123969886798,Souss-Massa,Genie de Procedes de l'Energie et de l'Environnement
12,14,14,15,12,14,14,15,14,10,11,9,9,14,13,15,10,9,13,10,11,11,15,9,12.208333333333334,13.980353012101356,Souss-Massa,Genie Civil(BTP)
15,13,10,13,10,14,9,12,14,14,14,11,10,12,13,9,12,15,15,11,10,11,15,15,12.375,15.387631757794642,Souss-Massa,Genie Industriel
12,13,10,14,13,13,15,12,15,12,15,11,15,13,14,15,9,11,9,13,14,14,9,15,12.75,16.04196735749242,Souss-Massa,Genie de Procedes de l'Energie et de l'Environnement
9,11,13,13,9,9,15,14,12,9,15,13,15,11,11,15,11,11,11,11,13,15,10,11,11.958333333333334,16.11625833627437,Marrakech-Safi,Genie de Procedes de l'Energie et de l'Environnement
9,10,9,14,11,11,9,14,10,9,15,14,11,12,9,15,13,15,11,10,15,14,10,14,11.833333333333334,16.525033767177842,Souss-Massa,Genie de Procedes de l'Energie et de l'Environnement
14,12,15,15,15,14,15,9,15,15,15,10,9,12,10,10,9,13,14,14,9,12,14,9,12.458333333333334,16.338990944939138,Souss-Massa,Genie Industriel
10,14,15,9,10,11,10,9,15,14,15,11,9,12,11,9,9,9,15,15,10,14,14,11,11.708333333333334,17.775799471278656,Souss-Massa,Genie Industriel
10,9,11,10,12,12,12,11,11,15,15,9,12,13,10,15,10,12,13,12,9,15,10,9,11.541666666666666,13.230016242528766,Marrakech-Safi,Genie de Procedes de l'Energie et de l'Environnement
14,11,9,15,11,15,14,10,13,9,13,11,13,13,11,15,9,15,9,14,10,12,15,15,12.333333333333334,16.205273313602206,Souss-Massa,Genie Mecanique
9,13,9,15,15,9,14,13,13,15,12,10,10,12,13,15,11,15,15,11,11,13,15,12,12.5,12.668678362396667,Marrakech-Safi,Genie Mecanique
10,14,15,13,9,10,11,9,10,14,15,14,9,9,14,15,14,10,15,9,15,11,12,15,12.166666666666666,15.985878196346905,Souss-Massa,Genie de Procedes de l'Energie et de l'Environnement
12,14,9,10,11,9,9,10,9,12,15,15,12,12,11,15,10,9,14,10,15,9,14,15,11.708333333333334,13.673085415770922,Souss-Massa,Genie de Procedes de l'Energie et de l'Environnement
15,13,11,11,9,9,9,10,12,10,15,15,14,14,14,15,10,9,11,11,12,14,14,14,12.125,16.250152179402324,Guelmim-Oued Noun,Genie de Procedes de l'Energie et de l'Environnement
10,10,12,9,13,13,14,12,14,13,15,10,14,12,15,11,15,14,14,15,12,10,14,14,12.708333333333334,15.31551729752268,Guelmim-Oued Noun,Genie Industriel
14,12,9,13,15,11,15,15,11,13,15,9,14,14,11,15,12,12,9,15,12,12,11,9,12.416666666666666,16.4712177921169,Souss-Massa,Genie de Procedes de l'Energie et de l'Environnement
15,15,9,9,9,10,11,9,9,15,15,15,11,11,9,15,13,12,14,9,13,11,10,10,11.625,15.22310764754369,Marrakech-Safi,Genie de Procedes de l'Energie et de l'Environnement
14,12,13,15,10,11,9,11,15,13,9,12,11,9,15,15,15,14,14,9,11,9,14,11,12.125,16.896857046951503,Souss-Massa,Genie Mecanique
12,12,15,15,12,14,11,12,14,14,15,10,9,10,15,15,9,12,11,10,14,10,14,15,12.5,15.064450693041929,Souss-Massa,Genie de Procedes de l'Energie et de l'Environnement
11,14,10,9,15,14,12,12,11,10,15,11,11,10,10,15,13,10,15,11,13,11,15,14,12.166666666666666,15.932617392517049,Marrakech-Safi,Genie de Procedes de l'Energie et de l'Environnement
